texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Nos encantó el lugar, fuimos a visitar la piscina, sendero y piletas. Excelente el día, para pasar en familia. Estuvo rico el desayuno y el personal muy servicial. Los recomiendo y volveremos pronto",5.0,hotel,google_maps,Hace 3 meses,Cerro Verde Lodge y Spa,positiva
Pésima experiencia. Absolutamente no recomendable. Llegamos al lugar a la hora que abren y no estaban listas las instalaciones: las piletas y la piscina estaban frías y a medio llenar. El desayuno fue una tortura porque el servicio fue terrible. El personal fue grosero y maleducado. Es una estafa completa.,1.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,negativa
"Alquilamos una cabañita y el paquete de Spa para parejas, muy relajante el masaje, el sauna y el jacuzzi, recomendado y muy buen precio para lo que incluye. Fijo vamos a volver porque nos faltó hacer los senderos.",5.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,positiva
"La verdad me habían recomendado el lugar y no me arrepiento de ir, un lugar muy relajante, la cabaña de madera turrialba muy acogedora, en la tarde alquilamos el jacuzzi privado que tiene una vista excelente. No pareciera que tan cerca hubiera un lugar con tanta naturaleza y vistas",5.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,positiva
"Una experiencia muy linda, me encantó caminar por los senderos y las vistas que hay, no parece que tan cerca de Cartago centro haya un lugar tan lindo, la cabaña Irazu muy acogedora y la piscina temperada me gustó mucho.",5.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,positiva
"Le pondría un menos cero si existiera! es una estafa TOTAL, las piletas frías, que además solo sirven para meter los pies, son diminutas. En la cocina limpian los platos con los mismos con los que limpian las mesas, son asquerosos!, el servicio al cliente es lo peor que hemos conocido en este país; tienen hasta un matón que anda acosando a los clientes. No vayan! Y ojo que tras de todo lo que nos hicieron pasar, responden que van a denunciarme a mi jajaja el cuento se cuenta solo, así es el trato de esta gente, un poco de matones.",1.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,negativa
"Cerro Verde es un lugar realmente encantador. Ideal para desconectarse del ritmo diario, cuenta con senderos rodeados de naturaleza que invitan a caminar y relajarse. La piscina temperada y el jacuzzi son perfectos para disfrutar sin importar el clima, y el ambiente en general es tranquilo, acogedor y muy bien cuidado. Destaco especialmente el spa: una experiencia súper relajante que complementa a la perfección la estadía. ¡Sin duda, un lugar al que dan ganas de volver!",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Bueno mi calificación es en base a la mala comunicación, con ellos y por eso mismo decidí buscar un lugar con mas seriedad ,por WhatsApp nunca me pasaron el precio solicitado para las fechas elegidas,y medio respondieron a la media noche. Mi intención no es perjudicar el negocio ,si no mas bien que lean los comentarios y refuercen esta área .",2.0,hotel,google_maps,Hace 8 meses,Cerro Verde Lodge y Spa,negativa
No me gustó que primero me dijeron que el monto de lo que yo pagaba incluía las piletas y estaban sin funcionar sin embargo no reclamamos.. pero si nos. Pasábamos así sea un minuto nos cobrarian media hora de la hora de salida cobrando donde se pago por usar piletas también y no s pudo usar y no fuimos informados antes de pagar .... Ya se tenía claro que a las 11:30 nos teníamos que retirar y que si nos pasábamos teníamos que pagar cada media hora y mucha presión e intensidad qué realmente lo hacen a uno sentir incómodo que pagó por. Disfrutar .... E igual consultaba algo por vía msj y nunca me respondían mi. Experiencia la. Verdad no fue buena!,1.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,negativa
"Super hermoso, fue una grata experiencia, un lugar para descansar y relajarse, caminamos por la mañana en el sendero, luego estuvimos en el area de la piscina (que por cierto tiene una temperatura genial) y pega buen sol desde temprano, cuando se puso mas frío entonces amé las piletas de agua caliente super relajantes y por la noche estuvimos en el jacuzzi mirando las estrellas y todo Cartago tenía una vista hermosa, me quedó pendiente conocer el Spa pero definitivamente volveré pasamos un aniversario muy lindo sin necesidad de hacer un viaje largo.",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Pasamos un fin de semana increible, el domo muy lindo, el desayuno muy rico, fijo volveremos. Al día siguiente nos antojamos del Spa y la verdad valio la pena.El trato del personal muy bueno",5.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,positiva
"Hermoso lugar, las instalaciones muy limpias y ordenadas, mi hijo y yo disfrutamos mucho el pase del día, recomiendo que lo visiten y nosotros volveremos pronto!!!!",5.0,hotel,google_maps,Hace 11 meses,Cerro Verde Lodge y Spa,positiva
"Un lugar realmente hermoso donde disfrutas de la naturaleza y además conectas con ella,se sale de la rutina, la atención y servicio súper bien. Lo recomiendo y volvería todas las veces",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Excelente experiencia, me gustó las áreas de piscina y la cabaña, también el spa y jacuzzi, recomendado. Rico desayuno",4.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Muy bonito pero muy poco tiempo para tantas cosas que explorar o conocer el lugar.Falta de servicios de restaurante por lo menos fin de semanas.,3.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,neutral
"Excelente lugar fuimos para el aniversario de casados y nos encantó, la atención demasiado buena y las instalaciones muy bonitas y aseadas",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Un lugar realmente hermoso para reconectar con la naturaleza y relajarse fuera de la rutina de la ciudad. Definitivamente lo recomiendo,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Bella Experiencia de Relajarse Excelente Spa, muy Profesionales y las instalaciones son Preciosas bella naturaleza",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Un lugar espectacular donde se viaja a otro mundo con la naturaleza, sus senderos, el spa, las las piletas termominerales, sus cabañas acogedoras espero volver pronto",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Un lugar demasiado hermoso!!! Con vistas muy lindas y todo super aseado.... Lo recomiendo demasiado,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Excelente lugar para vacacionar, una gran vista rodeado de naturaleza y el servicio es espectacular",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Excelente atención y las instalaciones, un verdadero placer la estadia, fue una experiencia de 10!.. Super recomendado!!!",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Un lugar tranquilo ...muy bonito , ambiente familiar ,muy buena atención al cliente ,todo muy limpio y ordenado ..super recomendado",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Les recomiendo el lugar, cerca del centro pero en la montaña, la atención, los Senderos, el mirador, el Spa en fin quedamos con ganas de volver",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Trato excelente de todo el personal Instalaciones hermosas Definitivamente volveremos,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Excelente servicio me encanta el lugar, lastima que no tienen restaurante",4.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Excelente atención, un lugar lleno de paz y tranquilidad recomendadisimo!",5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Un excelente lugar para desconectarse de la rutina y poder descansar!,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Un lugar tranquilo y espectacular para descansar,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Lugar precioso encantador y el personal super,5.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
Lindo lugar,4.0,hotel,google_maps,Hace un año,Cerro Verde Lodge y Spa,positiva
"Es la segunda vez que visitamos el lugar, esta vez alquilamos la cabaña familiar y disfrutamos mucho, fuimos a caminar por el sendero y luego nos refrescamos en la piscina y las piletas, nos hizo un buen clima. Muy recomendado La foto del gigante muy chiva",5.0,hotel,google_maps,Hace 4 meses,Cerro Verde Lodge y Spa,positiva
Es un lugar maravilloso y está muy cerca del centro de Cartago la atención muy buena,4.0,hotel,google_maps,hace 6 días,Cerro Verde Lodge y Spa,positiva
Excelente experiencia.,5.0,hotel,google_maps,Hace una semana,Cerro Verde Lodge y Spa,positiva
"Nos quedamos en el Domo, es muy privado y cómodo, el jacuzzi de la habitación tiene una temperatura perfecta, las piletas y las piscinas son riquísimas, tiene muchas áreas instagrameables, hay ranchitos y salon de eventos, el sendero es corto pero tiene su nivel de dificultad, el personal responde rápido, se llega fácil hasta en bus",5.0,hotel,google_maps,Hace 2 semanas,Cerro Verde Lodge y Spa,positiva
"El lugar es maravilloso en cuanto a espacio, naturaleza, infraestructura y accesibilidad; si gustas de un lugar tranquilo con clima fresco es ideal para relajarse. Mi puntuación va asociada a puntos observados respecto a mi segunda visita 8/11/2025: ○ Suministro de agua: Actualmente no se cuenta con agua potable, a pesar de que se brinda una cortesía de agua potable en la habitación puede que no sea suficiente por lo cual ofrecen la posibilidad de comprar en recepción, es algo que varió respecto a mi primer visita donde si existía el servicio. ○ Servicio de desayuno: Se incluye el desayuno como parte del servicio, pero respecto a mi primer visita las raciones han disminuido y la atención del personal es menos amable al anterior. ○ Habitaciones: La cabaña tenía telarañas en su entrada y la habitación en las telas se percibía un ligero estado de polvo acumulado ( recomendación: aspirar las habitaciones, entiendo que son muchas y puede que las dejen preparadas hasta ser ocupadas, pero es importante retocar); además, los pisos requieren un mayor detallado, se limpia pero hace falta desinfectar ya que percibe suciedad al estar descalzo en la habitación.",3.0,hotel,google_maps,Hace 8 meses,Cabañas Cerro Verde,neutral
"El hotel posee una vista muy linda a la ciudad. Cuenta con spa, senderos, piscina, jacuzzi y restaurante para desayunar. Es un hotel muy silencioso. Y el personal es muy amable. Las habitaciones cuentan con mesa, sillas, platos y vasos. Sin embargo, algunas cosas olían a humedad. Los senderos para visitar el mirador son empinados, con una dificultad media y un poco técnica en algunas zonas. No son aptos para todas las personas. El masaje en el spa fue muy bueno y Jairo super amable. Disfrutamos mucho de la estadía en el lugar.",4.0,hotel,google_maps,Hace 8 meses,Cabañas Cerro Verde,positiva
Un lugar lindo para descansar y salir un rato de la rutina. La piscina es un poco fría y las piletas tienen una temperatura más agradable. Para días fríos es difícil disfrutarlas pues son algo frías. Las habitaciones son cómodas y equipadas para calentar comida (no cocinar) El ambiente es tranquilo y hay lugares donde sentarse y relajarse. El desayuno estuvo muy rico y hay una linda vista desde el rancho. Sin embargo las mesas estaban algo sucias y con telarañas. No pudimos visitar el sendero pues llovía y estaba algo frío el día,4.0,hotel,google_maps,Hace un año,Cabañas Cerro Verde,positiva
"Optamos por el Pase del Día, buen precio y en resumen la experiencia y lugar están increíbles, me encanta saber que cerca de Cartago tienes un pedazo de bosque con piscinas temperadas. único comentario sería que deberían llenar un poquito más las piletas y la piscina ya que en el frío de Cartago la idea sería que el agua caliente te cubra todo, sin acomodarse tanto uno.. Gracias por todo amigos y amigas..",4.0,hotel,google_maps,Hace 10 meses,Cabañas Cerro Verde,positiva
